title,price,description,images,sku,stock
Phone 16 LCD GX OLED Full Set (Support Move IC),RM 330.00,Description Product Specifications and Features: -Phone 16 LCD GX OLED Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16-LCD-GX-OLED-FS.jpeg,SKU-LDQOLD,54
Phone 16 LCD Hua Xing Super-Soft OLED Full Set (Support Move IC) 华星,RM 354.00,Description Product Specifications and Features: -Phone 16 LCD Hua Xing Super-Soft OLED Full Set (Support Move IC) 华星 -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16-LCD-HUAXING-SUPER-SOFT-OLED-FS.jpeg,SKU-RBNYI0,74
Phone 16 Plus LCD BYH AA TFT Full Set (Support Move IC),RM 102.00,Description Product Specifications and Features: -Phone 16 Plus LCD BYH AA TFT Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PLUS-LCD-BYH-AA-FS.jpeg,SKU-5SDKGR,43
Phone 16Pro LCD GX Hard OLED Full Set (Support Move IC),RM 354.00,Description Product Specifications and Features: -Phone 16Pro LCD GX Hard OLED Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-16PRO-LCD-GX-OLED-FS.jpeg,SKU-G7HMHE,13
Phone 16Pro LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ华星,RM 540.00,Description Product Specifications and Features: -Phone 16Pro LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ 华星 -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PRO-LCD-HUAXING-SUPER-SOFT-OLED-FS.jpeg,SKU-UTOAXT,54
Phone 16ProMax LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ华星,RM 636.00,Description Product Specifications and Features: -Phone 16ProMax LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ 华星 -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PM-LCD-HUAXING-SUPER-SOFT-OLED-FS.jpeg,SKU-PVFHJC,75
Phone 17 LCD SL Hard OLED Full Set (Support Move IC),RM 498.00,Description Product Specifications and Features: -Phone 17 LCD SL Hard OLED Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/02/IP-17-LCD-SL-DD-HARD-OLED-FS.jpeg,SKU-O1IDI1,0
Phone 17Pro LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ 华星,RM 564.00,Description Product Specifications and Features: -Phone 17Pro LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ 华星 -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PRO-LCD-HUAXING-SUPER-SOFT-OLED-FS.jpeg,SKU-6TS8HW,73
Phone 17ProMax LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ 华星,RM 696.00,Description Product Specifications and Features: -Phone 17ProMax LCD Hua Xing Super-Soft OLED Full Set (Support Move IC)-120HZ 华星 -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PM-LCD-HUAXING-SUPER-SOFT-OLED-FS.jpeg,SKU-8LV59H,58
Xiaomi Pad 8 (25091RP04G) LCD ORI Full Set,RM 144.00,Description Product Specifications and Features: -Xiaomi Pad 8 (25091RP04G) LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/02/XIAOMI-PAD-8-LCD-ORI-FS.jpg,SKU-9O7QGR,2
Honor 400-5G Front Glass + OCA,RM 6.00,Description Product Specifications and Features: -Honor 400-5G Front Glass + OCA,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-400-TS-LENS.jpeg,SKU-N94IGF,42
Honor Magic 4 Pro LCD ORI Full Set + Fingerprint,RM 300.00,Description Product Specifications and Feartures: -Honor Magic 4 Pro LCD ORI Full Set + Fingerprint -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-4-PRO-LCD-ORI-FINGER.jpeg,SKU-CM5XOH,91
Honor Magic 6-5G LCD ORI Full Set,RM 174.00,Description Product Specifications and Features: -Honor Magic 6-5G LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-MAGIC-6-LCD-ORI-FS.jpeg,SKU-9SHSY8,44
Honor Pad V8 Pro (ROD-W09) LCD ORI Full Set,RM 222.00,Description Product Specifications and Features: -Honor Pad V8 Pro (ROD-W09) LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-PAD-V8-PRO-LCD-ORI-FS.jpg,SKU-YBW9TQ,55
Honor Pad V9 (ROL-W00) LCD ORI Full Set,RM 234.00,Description Product Specifications and Features: -Honor Pad V9 (ROL-W00) LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/HONOR-PAD-V9-LCD-ORI-FS.jpg,SKU-0ZCCGC,28
Oppo Reno 15-5G LCD ORI Full Set,RM 366.00,Description Product Specifications and Features: -Oppo Reno 15-5G LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/OPPO-RENO-15-5G-LCD-ORI-FS.jpeg,SKU-OO3R04,2
Phone 16Plus LCD ORI Used Change Glass Full Set,RM 744.00,Description Product Specifications and Features: -Phone 16Plus LCD ORI Used Change Glass Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PLUS-LCD-ORI-USED-CHANGE-GLASS.jpeg,SKU-6ZEP5R,75
Phone 16ProMax LCD JK Soft OLED Full Set (Support Move IC)-120HZ,RM 522.00,Description Product Specifications and Features: -Phone 16ProMax LCD JK Soft OLED Full Set (Support Move IC)-120HZ -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-16PROMAX-LCD-JK-SOFT-OLED-FS.jpeg,SKU-8C3V6J,42
Phone 17 LCD FOG Full Set,RM 924.00,Description Product Specifications and Features: -Phone 17 LCD FOG Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17-LCD-FOG-FS.jpeg,SKU-AXZVPF,13
Phone 17 LCD RJ Soft OLED Full Set (Support Move IC),RM 522.00,Description Product Specifications and Features: -Phone 17 LCD RJ Soft OLED Full Set (Support Move IC) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17-LCD-RJ-SOFT-OLED-FS.jpeg,SKU-61U2DZ,21
Phone 17ProMax LCD JK Soft OLED Full Set-120HZ,RM 780.00,Description Product Specifications and Features: -Phone 17ProMax LCD JK Soft OLED Full Set-120HZ -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17PROMAX-LCD-JK-SOFT-OLED-FS.jpeg,SKU-R5HXYD,88
Phone Air (17Air) LCD ORI New Full Set,"RM 2,100.00","Description Product Specifications and Features: -Phone Air (17Air) LCD ORI New Full Set -Warranty 1 Month,(AFTER DIAGNOS NO WARRANTY) -Self Damage Will Be No Warranty",https://www.cmedistribution.com.my/wp-content/uploads/2026/01/IP-17-AIR-LCD-ORI-NEW-FS.jpeg,SKU-S46YXB,38
SM S25 FE-5G SM-S731 LCD ORI Full Set + Frame,RM 516.00,Description Product Specifications and Features: -SM S25 FE-5G SM-S731 LCD ORI Full Set + Frame -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/SAM-S25-FE-LCD-ORI-FS-FRAME.jpeg,SKU-3ZU1DD,26
SM S25 FE-5G SM-S731 LCD ORI Full Set Without Frame,RM 450.00,Description Product Specifications and Features: -SM S25 FE-5G SM-S731 LCD ORI Full Set Without Frame -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/SAM-S25-FE-LCD-ORI-FS-NO-FRM.jpeg,SKU-B4GOMZ,40
SM Z Fold 6 Front Glass + OCA (Outer Screen),RM 7.20,Description Product Specifications and Features: -SM Z Fold 6 Front Glass + OCA (Outer Screen),https://www.cmedistribution.com.my/wp-content/uploads/2026/01/SM-Z-FOLD-6-TS-LENS.jpeg,SKU-D6475G,9
Vivo V40 Pro-5G V2347 LCD ORI Full Set,RM 210.00,Description Product Specifications and Features: -Vivo V40 Pro-5G V2347 LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-100x100.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-1024x1024.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-150x150.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-300x300.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-350x350.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-600x600.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS-768x768.jpeg|https://www.cmedistribution.com.my/wp-content/uploads/2026/01/VIVO-V40-PRO-LCD-ORI-FS.jpeg,SKU-SL3U5O,62
Xiaomi 15T Pro-5G LCD ORI Full Set,RM 474.00,Description Product Specifications and Feartures: -Xiaomi 15T Pro-5G LCD ORI Full Set -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/XIAOMI-15T-PRO-LCD-ORI-FS.jpeg,SKU-QC9JBJ,14
Xiaomi Mix Flip 2-5G LCD ORI Full Set Without Frame (Inner Screen),"RM 1,020.00",Description Product Specifications and Features: -Xiaomi Mix Flip 2-5G LCD ORI Full Set Without Frame (Inner Screen) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/XIAOMI-MIX-FLIP-2-LCD-ORI-FS-INNER.jpeg,SKU-AKM0ZZ,64
Xiaomi Mix Flip 2-5G LCD ORI Full Set Without Frame (Outer Screen),RM 378.00,Description Product Specifications and Features: -Xiaomi Mix Flip 2-5G LCD ORI Full Set Without Frame (Outer Screen) -Warranty 1 Month -Self Damage Will Be No Warranty,https://www.cmedistribution.com.my/wp-content/uploads/2026/01/XIAOMI-MIX-FLIP-2-LCD-ORI-FS-OUTER.jpeg,SKU-SI9ARL,62
